,Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,Squad,League
589,Carlos Benavídez,uy URU,MF,27-043,4.4,237,13,62,140,39,1,237,6,4,66.7,1,16.7,122,553,253,4,2,1,4,0,137,5,Matches,Alaves,La-Liga
590,Facundo Garcés,ar ARG,DF,25-249,4.5,159,29,75,76,8,3,159,0,0,,0,,45,186,73,0,0,0,1,0,59,0,Matches,Alaves,La-Liga
591,Abderrahman Rebbach,dz ALG,"FW,MF",26-274,4.3,173,4,27,62,85,18,173,14,3,21.4,9,64.3,103,674,389,16,6,7,9,5,107,34,Matches,Alaves,La-Liga
592,Asier Villalibre,es ESP,FW,27-224,3.7,115,6,8,56,52,22,114,12,2,16.7,9,75.0,55,299,114,4,3,3,9,5,74,18,Matches,Alaves,La-Liga
593,Hugo Novoa,es ESP,"DF,MF",22-131,2.6,100,8,27,42,33,1,100,10,3,30.0,6,60.0,50,484,191,7,3,0,6,2,47,10,Matches,Alaves,La-Liga
594,Luka Romero,ar ARG,"FW,MF",20-175,2.2,69,0,5,28,37,5,68,3,1,33.3,1,33.3,42,256,69,3,1,1,5,7,45,12,Matches,Alaves,La-Liga
595,Pau Cabanes,es ESP,"MF,FW",20-084,2.1,123,1,16,47,63,7,123,12,4,33.3,6,50.0,82,490,309,15,9,3,10,4,82,15,Matches,Alaves,La-Liga
596,Adrian Rodriguez,es ESP,GK,24-151,1.4,58,45,55,3,0,0,58,0,0,,0,,19,135,61,0,0,0,0,0,4,0,Matches,Alaves,La-Liga
597,Luis Rioja,es ESP,FW,31-208,0.3,15,0,2,4,10,2,15,0,0,,0,,8,99,71,4,1,2,0,0,10,3,Matches,Alaves,La-Liga
598,Iñaki Williams,gh GHA,FW,30-331,29.0,1154,35,113,383,673,135,1154,100,33,33.0,55,55.0,731,4201,2241,105,37,47,64,42,886,300,Matches,Athletic-Club,La-Liga
599,Daniel Vivian,es ESP,DF,25-301,26.7,1904,135,822,1017,78,25,1904,17,10,58.8,6,35.3,1055,6004,4023,35,17,1,18,12,1213,6,Matches,Athletic-Club,La-Liga
600,Álex Berenguer,es ESP,"FW,MF",29-312,23.0,1121,14,85,418,639,75,1120,73,29,39.7,36,49.3,570,3896,1895,60,37,24,47,44,725,187,Matches,Athletic-Club,La-Liga
601,Mikel Jauregizar,es ESP,MF,21-181,22.8,1329,38,254,791,293,11,1329,34,16,47.1,13,38.2,652,2761,1219,14,23,1,32,22,799,30,Matches,Athletic-Club,La-Liga
602,Nico Williams,es ESP,FW,22-304,21.3,1030,8,82,318,651,110,1030,175,63,36.0,97,55.4,676,5356,2846,113,56,56,59,44,748,250,Matches,Athletic-Club,La-Liga
603,Beñat Prados,es ESP,MF,24-093,17.9,944,33,182,598,174,22,944,27,12,44.4,12,44.4,454,2170,1027,19,19,1,23,18,575,31,Matches,Athletic-Club,La-Liga
604,Yuri Berchiche,es ESP,DF,35-091,19.7,1425,64,395,758,284,14,1425,14,6,42.9,6,42.9,660,3248,1907,41,26,2,14,2,810,63,Matches,Athletic-Club,La-Liga
605,Yeray Álvarez,es ESP,DF,30-108,18.8,1328,91,514,768,55,14,1328,9,6,66.7,3,33.3,724,4498,2906,19,8,0,10,7,833,0,Matches,Athletic-Club,La-Liga
606,Gorka Guruzeta,es ESP,FW,28-242,18.5,581,21,59,304,224,74,581,17,11,64.7,6,35.3,254,1017,353,7,10,2,43,19,379,55,Matches,Athletic-Club,La-Liga
607,Aitor Paredes,es ESP,DF,25-013,18.1,1066,116,584,472,12,8,1066,1,0,0.0,1,100.0,547,2692,1483,3,3,0,7,1,655,1,Matches,Athletic-Club,La-Liga
608,Unai Simón,es ESP,GK,27-335,18.0,610,445,606,5,0,0,610,0,0,,0,,344,1650,980,0,0,0,1,1,290,0,Matches,Athletic-Club,La-Liga
609,Oihan Sancet,es ESP,MF,25-017,16.6,717,7,57,355,321,63,714,48,23,47.9,20,41.7,434,2848,1564,48,40,6,52,45,574,107,Matches,Athletic-Club,La-Liga
610,Óscar de Marcos,es ESP,DF,36-028,16.3,1118,35,291,556,277,15,1118,16,3,18.8,11,68.8,456,1899,976,26,22,2,10,7,602,72,Matches,Athletic-Club,La-Liga
611,Andoni Gorosabel,es ESP,DF,28-281,15.6,1018,42,269,515,241,13,1018,13,6,46.2,7,53.8,411,1562,673,16,17,3,14,14,531,54,Matches,Athletic-Club,La-Liga
612,Iñigo Ruiz de Galarreta,es ESP,MF,31-279,14.8,902,20,139,573,204,8,902,21,14,66.7,5,23.8,473,2389,1170,26,14,3,16,15,615,35,Matches,Athletic-Club,La-Liga
613,Julen Agirrezabala,es ESP,GK,24-137,13.4,437,357,436,1,0,0,437,0,0,,0,,237,1238,682,0,0,0,1,0,211,0,Matches,Athletic-Club,La-Liga
614,Unai Gómez,es ESP,"MF,FW",21-352,12.7,393,17,57,191,151,19,393,24,10,41.7,10,41.7,203,1118,547,18,16,3,21,21,239,45,Matches,Athletic-Club,La-Liga
615,Adama Boiro,es ESP,DF,22-324,11.2,586,24,154,295,142,9,586,20,8,40.0,10,50.0,263,1565,844,23,17,3,20,14,303,25,Matches,Athletic-Club,La-Liga
616,Mikel Vesga,es ESP,MF,31-356,9.8,579,25,126,355,105,11,578,8,4,50.0,4,50.0,257,1097,526,9,13,3,10,9,360,21,Matches,Athletic-Club,La-Liga
617,Iñigo Lekue,es ESP,DF,32-008,7.6,451,29,140,217,96,4,451,13,6,46.2,7,53.8,206,879,424,11,6,1,5,5,225,14,Matches,Athletic-Club,La-Liga
618,Álvaro djaló,es ESP,FW,25-269,7.3,232,3,27,77,135,25,232,36,14,38.9,17,47.2,151,983,562,22,23,6,31,11,177,60,Matches,Athletic-Club,La-Liga
619,Unai Núñez,es ESP,DF,28-102,6.5,394,51,187,207,3,2,394,2,1,50.0,0,0.0,215,1069,541,2,0,0,6,0,235,0,Matches,Athletic-Club,La-Liga
620,Maroan Sannadi,es ESP,FW,24-100,6.7,231,1,7,103,123,40,231,24,8,33.3,13,54.2,153,789,324,14,6,7,35,11,190,57,Matches,Athletic-Club,La-Liga
621,Alex Padilla,es ESP,GK,21-253,3.6,134,110,131,3,0,0,134,0,0,,0,,69,383,239,0,0,0,0,0,46,0,Matches,Athletic-Club,La-Liga
622,Ander Herrera,es ESP,MF,35-271,3.0,237,12,37,151,49,6,236,5,2,40.0,1,20.0,116,431,196,2,4,0,3,2,169,5,Matches,Athletic-Club,La-Liga
623,Peio Canales,es ESP,"MF,FW",20-115,2.9,141,3,14,63,65,3,141,10,4,40.0,5,50.0,73,462,216,6,4,2,5,3,86,11,Matches,Athletic-Club,La-Liga
624,Nicolás Serrano,es ESP,FW,22-068,1.2,68,1,7,19,42,4,68,9,3,33.3,6,66.7,27,163,65,2,1,1,1,3,44,18,Matches,Athletic-Club,La-Liga
625,Aingeru Olabarrieta,es ESP,FW,19-179,0.6,25,1,2,11,13,0,25,4,1,25.0,3,75.0,15,106,59,2,2,0,0,1,18,3,Matches,Athletic-Club,La-Liga
626,Javi Martón,es ESP,"FW,MF",26-006,0.6,14,0,1,8,5,0,14,0,0,,0,,6,8,1,0,0,0,5,0,8,3,Matches,Athletic-Club,La-Liga
627,Adu Ares,es ESP,FW,23-212,0.2,11,0,2,3,6,1,11,1,0,0.0,1,100.0,8,44,29,1,1,0,0,2,11,2,Matches,Athletic-Club,La-Liga
628,Endika Buján,es ESP,FW,22-116,0.1,7,0,0,0,7,2,7,2,1,50.0,1,50.0,5,26,13,1,0,0,0,0,5,0,Matches,Athletic-Club,La-Liga
629,Jan Oblak,si SVN,GK,32-125,34.0,948,882,947,1,0,0,948,2,2,100.0,0,0.0,499,2446,1469,0,0,0,1,0,334,0,Matches,Atletico-Madrid,La-Liga
630,Antoine Griezmann,fr FRA,"FW,MF",34-052,26.2,1579,28,204,702,686,81,1577,33,14,42.4,18,54.5,893,3813,1930,43,53,5,41,20,1179,159,Matches,Atletico-Madrid,La-Liga
631,Julián Álvarez,ar ARG,FW,25-101,25.2,1100,8,96,457,563,95,1096,54,29,53.7,23,42.6,679,3906,1828,69,46,24,52,37,794,146,Matches,Atletico-Madrid,La-Liga
632,Pablo Barrios,es ESP,MF,21-331,25.2,1743,50,404,991,358,27,1743,42,25,59.5,14,33.3,1087,5063,2279,28,32,5,47,23,1274,64,Matches,Atletico-Madrid,La-Liga
633,Marcos Llorente,es ESP,"DF,MF",30-102,24.9,1649,72,493,727,441,53,1649,30,14,46.7,13,43.3,1006,4878,2776,76,43,15,24,7,1112,141,Matches,Atletico-Madrid,La-Liga
634,Giuliano Simeone,ar ARG,MF,22-145,19.7,963,16,160,392,427,76,963,66,29,43.9,32,48.5,600,3297,1696,66,41,22,54,19,697,173,Matches,Atletico-Madrid,La-Liga
635,Robin Le Normand,es ESP,DF,28-182,21.9,1392,173,727,630,38,17,1392,4,2,50.0,2,50.0,912,3844,1923,10,4,0,13,6,1015,6,Matches,Atletico-Madrid,La-Liga
636,Clément Lenglet,fr FRA,DF,29-329,19.9,1431,198,740,639,56,16,1431,3,3,100.0,0,0.0,952,5019,3093,13,15,0,7,3,1046,1,Matches,Atletico-Madrid,La-Liga
637,Rodrigo De Paul,ar ARG,MF,30-353,20.8,1722,26,285,1025,430,16,1722,31,10,32.3,15,48.4,1190,6534,3588,69,50,2,27,23,1362,59,Matches,Atletico-Madrid,La-Liga
638,José María Giménez,uy URU,DF,30-112,21.2,1510,260,785,701,29,11,1510,3,2,66.7,1,33.3,952,4084,2111,3,2,0,6,3,1040,1,Matches,Atletico-Madrid,La-Liga
639,Javi Galán,es ESP,DF,30-174,18.3,1192,49,381,501,318,15,1192,71,24,33.8,35,49.3,695,3661,2156,49,33,5,19,14,730,98,Matches,Atletico-Madrid,La-Liga
640,Conor Gallagher,eng ENG,MF,25-095,17.4,1005,35,216,530,270,36,1005,40,17,42.5,16,40.0,630,2571,1005,22,21,7,24,22,711,61,Matches,Atletico-Madrid,La-Liga
641,Samuel Lino,br BRA,"MF,DF",25-140,15.1,911,18,183,377,363,62,911,44,22,50.0,20,45.5,592,3413,1899,60,42,21,27,16,681,154,Matches,Atletico-Madrid,La-Liga
642,Koke,es ESP,MF,33-124,18.9,1604,45,397,946,275,10,1604,20,9,45.0,10,50.0,963,4137,1947,20,19,0,13,7,1160,14,Matches,Atletico-Madrid,La-Liga
643,Nahuel Molina,ar ARG,DF,27-036,16.4,1279,53,393,575,318,19,1279,29,14,48.3,13,44.8,722,3134,1828,33,24,4,20,2,824,89,Matches,Atletico-Madrid,La-Liga
644,Alexander Sørloth,no NOR,FW,29-158,15.6,539,25,53,252,242,100,538,35,14,40.0,20,57.1,284,1524,673,26,12,13,60,30,408,70,Matches,Atletico-Madrid,La-Liga
645,Reinildo Mandava,mz MOZ,DF,31-111,10.5,717,56,290,326,103,8,717,18,4,22.2,9,50.0,421,1705,853,14,15,2,8,4,459,15,Matches,Atletico-Madrid,La-Liga
646,César Azpilicueta,es ESP,DF,35-257,8.2,653,36,194,351,110,8,653,2,1,50.0,1,50.0,364,1603,1099,11,15,1,6,0,450,13,Matches,Atletico-Madrid,La-Liga
647,Axel Witsel,be BEL,DF,36-120,8.5,583,72,292,278,14,4,583,1,1,100.0,0,0.0,358,1914,1049,2,2,1,7,0,373,1,Matches,Atletico-Madrid,La-Liga
648,Rodrigo Riquelme,es ESP,"MF,DF",25-040,5.7,354,6,41,136,185,23,354,24,6,25.0,16,66.7,246,1708,1001,43,25,10,11,6,259,62,Matches,Atletico-Madrid,La-Liga
649,Ángel Correa,ar ARG,"FW,MF",30-064,8.3,384,4,52,118,220,72,384,35,12,34.3,22,62.9,249,1227,614,25,15,11,26,15,276,73,Matches,Atletico-Madrid,La-Liga
650,Juan Musso,ar ARG,GK,31-006,1.0,30,29,30,0,0,0,30,0,0,,0,,13,50,34,0,0,0,0,0,9,0,Matches,Atletico-Madrid,La-Liga
651,Thomas Lemar,fr FRA,MF,29-181,0.9,78,0,8,33,37,1,78,3,0,0.0,2,66.7,55,207,54,1,4,0,1,1,62,4,Matches,Atletico-Madrid,La-Liga
652,Adrian Niño,es ESP,FW,20-327,0.1,2,0,0,0,2,2,2,0,0,,0,,1,4,0,0,0,0,0,0,1,1,Matches,Atletico-Madrid,La-Liga
653,Pedri,es ESP,MF,22-168,29.6,2743,34,241,1639,891,48,2743,59,38,64.4,20,33.9,1780,9890,4873,84,94,7,45,33,2105,121,Matches,Barcelona,La-Liga
654,Jules Koundé,fr FRA,DF,26-181,28.9,2453,79,567,1194,706,79,2453,50,22,44.0,27,54.0,1287,4667,2501,44,42,7,41,13,1625,190,Matches,Barcelona,La-Liga
655,Raphinha,br BRA,"FW,MF",28-149,28.8,1712,30,103,607,1026,169,1710,99,49,49.5,43,43.4,937,5230,2687,89,62,43,49,29,1199,318,Matches,Barcelona,La-Liga
656,Robert Lewandowski,pl POL,FW,36-264,27.1,788,30,57,297,441,166,784,31,19,61.3,11,35.5,436,1657,547,25,11,14,70,42,621,150,Matches,Barcelona,La-Liga
657,Lamine Yamal,es ESP,FW,17-303,28.7,1835,8,92,580,1201,210,1835,282,142,50.4,114,40.4,1298,9017,4730,162,85,88,95,43,1501,403,Matches,Barcelona,La-Liga
658,Iñigo Martínez,es ESP,DF,33-360,26.7,2579,143,858,1580,149,25,2579,3,3,100.0,0,0.0,1662,9977,7170,69,53,0,10,3,1952,11,Matches,Barcelona,La-Liga
659,Pau Cubarsí,es ESP,DF,18-110,26.6,2643,176,971,1585,92,17,2643,7,6,85.7,1,14.3,1725,8522,4783,25,15,0,6,1,2080,6,Matches,Barcelona,La-Liga
660,Alejandro Balde,es ESP,DF,21-206,23.5,1572,36,281,762,554,41,1572,105,42,40.0,43,41.0,985,6248,3276,99,65,12,42,26,1126,234,Matches,Barcelona,La-Liga
661,Marc Casado,es ESP,MF,21-240,17.9,1536,25,223,1040,276,9,1536,9,4,44.4,4,44.4,870,3523,1540,12,22,0,17,9,1172,24,Matches,Barcelona,La-Liga
662,Iñaki Peña,es ESP,GK,26-071,14.5,624,435,608,16,0,0,624,0,0,,0,,371,1656,939,0,0,0,0,0,338,0,Matches,Barcelona,La-Liga
663,Wojciech Szczęsny,pl POL,GK,35-024,14.0,460,347,450,10,0,0,460,1,1,100.0,0,0.0,272,1078,488,0,0,0,0,0,260,0,Matches,Barcelona,La-Liga
664,Ferrán Torres,es ESP,"FW,MF",25-072,12.3,497,3,30,153,316,81,497,20,11,55.0,8,40.0,290,1343,565,23,14,13,28,13,397,98,Matches,Barcelona,La-Liga
665,Dani Olmo,es ESP,"MF,FW",27-005,12.3,714,17,60,301,360,71,713,38,21,55.3,12,31.6,454,2179,1179,28,34,5,33,24,587,88,Matches,Barcelona,La-Liga
666,Gavi,es ESP,"MF,FW",20-280,10.0,741,8,69,463,214,30,741,16,7,43.8,5,31.3,430,1830,940,11,16,1,17,8,540,38,Matches,Barcelona,La-Liga
667,Eric García,es ESP,"MF,DF",24-123,14.6,1242,56,299,778,169,21,1242,10,4,40.0,4,40.0,707,3196,1772,17,12,1,13,5,920,13,Matches,Barcelona,La-Liga
668,Fermin López,es ESP,"MF,FW",22-001,11.6,707,5,49,300,365,46,707,48,22,45.8,23,47.9,408,2102,900,25,20,8,31,16,534,84,Matches,Barcelona,La-Liga
669,Gerard Martín,es ESP,DF,23-131,10.4,815,26,178,349,292,17,815,9,3,33.3,6,66.7,366,1281,641,9,12,1,6,4,524,117,Matches,Barcelona,La-Liga
670,Ronald Araújo,uy URU,DF,26-066,7.1,651,26,176,446,32,9,651,1,0,0.0,1,100.0,413,2324,1397,6,4,0,2,1,478,3,Matches,Barcelona,La-Liga
671,Frenkie de Jong,nl NED,MF,28-000,11.1,1044,14,119,707,221,11,1044,8,5,62.5,3,37.5,704,3939,2230,32,33,0,4,6,846,19,Matches,Barcelona,La-Liga
672,Marc-André ter Stegen,de GER,GK,33-012,6.5,239,171,237,2,0,0,239,0,0,,0,,151,728,557,0,0,0,0,0,144,0,Matches,Barcelona,La-Liga
673,Héctor Fort,es ESP,DF,18-283,6.2,537,17,104,284,153,16,537,9,2,22.2,7,77.8,288,1210,634,13,15,2,4,4,372,33,Matches,Barcelona,La-Liga
674,Pablo Torre,es ESP,"MF,FW",22-039,3.4,254,5,27,120,109,10,254,6,2,33.3,3,50.0,130,503,205,5,7,0,5,6,190,20,Matches,Barcelona,La-Liga
675,Marc Bernal,es ESP,MF,17-351,2.7,184,4,47,116,21,1,184,3,2,66.7,1,33.3,97,461,150,0,2,0,2,2,137,2,Matches,Barcelona,La-Liga
676,Ansu Fati,es ESP,FW,22-193,2.6,170,0,8,59,105,22,170,11,5,45.5,5,45.5,107,586,234,7,7,4,10,4,134,32,Matches,Barcelona,La-Liga
677,Pau Victor Delgado,es ESP,FW,23-167,3.3,164,5,15,69,83,21,164,12,7,58.3,5,41.7,90,363,164,6,2,6,7,8,122,28,Matches,Barcelona,La-Liga
678,Sergi Dominguez,es ESP,DF,20-041,1.9,191,13,69,121,3,0,191,0,0,,0,,127,569,284,0,1,0,0,0,157,1,Matches,Barcelona,La-Liga
679,Andreas Christensen,dk DEN,DF,29-032,1.7,124,4,32,86,6,0,124,0,0,,0,,78,320,152,1,1,0,0,0,92,1,Matches,Barcelona,La-Liga
680,Daniel Rodriguez,es ESP,FW,19-276,0.4,25,0,0,2,23,3,25,1,0,0.0,0,0.0,20,154,110,4,0,2,3,0,23,9,Matches,Barcelona,La-Liga
681,Diego Llorente,es ESP,DF,31-269,28.0,1915,235,1048,825,48,22,1915,9,6,66.7,2,22.2,1127,5465,3118,7,8,1,11,4,1243,3,Matches,Real-Betis,La-Liga
682,Johnny Cardoso,us USA,MF,23-234,21.8,1304,82,355,778,188,25,1304,40,24,60.0,15,37.5,677,2957,1322,18,14,1,35,22,805,27,Matches,Real-Betis,La-Liga
683,Marc Bartra,es ESP,DF,34-117,21.5,1391,204,807,527,67,17,1391,13,7,53.8,6,46.2,754,3619,2371,7,14,0,11,5,846,1,Matches,Real-Betis,La-Liga
684,Romain Perraud,fr FRA,DF,27-232,21.1,1345,60,415,538,403,26,1345,35,11,31.4,18,51.4,717,3616,1800,50,25,10,31,14,787,98,Matches,Real-Betis,La-Liga
685,Abde Ezzalzouli,ma MAR,"FW,MF",23-146,20.4,1005,9,111,370,555,145,1004,98,45,45.9,37,37.8,654,4928,2881,110,74,56,58,47,743,199,Matches,Real-Betis,La-Liga
686,Natan,br BRA,DF,24-095,21.2,1334,162,707,596,41,19,1334,2,1,50.0,0,0.0,818,4246,2446,12,5,0,12,8,881,6,Matches,Real-Betis,La-Liga
687,Sergi Altimira,es ESP,MF,23-260,20.4,1402,47,292,859,260,17,1402,22,15,68.2,7,31.8,832,3556,1534,22,14,0,24,19,977,28,Matches,Real-Betis,La-Liga
688,Pablo Fornals,es ESP,"MF,FW",29-079,17.5,1094,15,142,587,373,32,1094,24,6,25.0,18,75.0,653,2701,1282,26,28,6,19,12,778,73,Matches,Real-Betis,La-Liga
689,Youssouf Sabaly,sn SEN,DF,32-068,17.3,1152,42,346,580,234,26,1152,19,8,42.1,10,52.6,605,2183,1094,24,11,4,26,12,666,62,Matches,Real-Betis,La-Liga
690,Adrián,es ESP,GK,38-129,16.0,535,456,534,1,0,0,535,0,0,,0,,319,1456,955,0,0,0,0,0,243,0,Matches,Real-Betis,La-Liga
691,Isco,es ESP,MF,33-021,15.1,1218,8,84,589,559,60,1213,48,22,45.8,24,50.0,773,3970,1799,35,45,5,45,26,929,98,Matches,Real-Betis,La-Liga
692,Rui Silva,pt POR,GK,31-094,15.0,553,412,552,1,0,0,553,0,0,,0,,334,1482,710,0,0,0,1,0,277,0,Matches,Real-Betis,La-Liga
693,Giovani Lo Celso,ar ARG,"MF,FW",29-033,15.0,1078,7,103,506,480,51,1075,50,20,40.0,24,48.0,643,3010,1335,25,29,9,38,31,767,65,Matches,Real-Betis,La-Liga
694,Vitor Roque,br BRA,FW,20-073,13.7,365,3,27,167,179,57,365,39,10,25.6,25,64.1,213,1250,554,24,14,16,41,35,239,57,Matches,Real-Betis,La-Liga
695,Jesus Rodríguez,es ESP,FW,19-172,11.4,493,5,47,187,270,66,493,80,28,35.0,44,55.0,336,2725,1465,51,35,37,36,18,356,95,Matches,Real-Betis,La-Liga
696,Antony,br BRA,FW,25-077,12.6,844,8,85,263,512,56,844,53,21,39.6,26,49.1,567,3920,2407,82,68,27,44,17,647,138,Matches,Real-Betis,La-Liga
697,Ricardo Rodríguez,ch SUI,DF,32-260,12.3,769,33,214,387,172,6,769,5,3,60.0,2,40.0,384,1761,1004,17,21,1,3,2,441,30,Matches,Real-Betis,La-Liga
698,Cucho,co COL,FW,26-022,10.7,406,4,21,180,207,55,406,22,14,63.6,8,36.4,209,1099,417,22,8,11,40,10,269,66,Matches,Real-Betis,La-Liga
699,Aitor Ruibal,es ESP,"DF,FW",29-051,12.0,636,38,174,259,210,30,636,21,12,57.1,9,42.9,312,1425,776,17,18,5,24,14,364,52,Matches,Real-Betis,La-Liga
700,Marc Roca,es ESP,MF,28-167,10.1,632,27,154,374,108,19,632,5,4,80.0,1,20.0,385,2069,1037,11,14,0,9,7,427,13,Matches,Real-Betis,La-Liga
701,Ezequiel Ávila,ar ARG,FW,31-095,7.5,323,7,34,131,163,34,323,11,5,45.5,5,45.5,173,767,334,12,7,4,23,7,216,48,Matches,Real-Betis,La-Liga
702,Héctor Bellerín,es ESP,DF,30-054,6.4,384,25,122,190,73,11,384,8,6,75.0,2,25.0,212,729,344,3,4,0,6,1,242,22,Matches,Real-Betis,La-Liga
703,William Carvalho,pt POR,MF,33-035,4.9,375,9,83,221,75,3,375,5,3,60.0,1,20.0,252,1038,503,5,8,0,5,6,294,8,Matches,Real-Betis,La-Liga
704,Cédric Bakambu,cd COD,FW,34-031,6.9,191,6,15,76,102,29,191,6,1,16.7,4,66.7,95,446,250,8,4,6,21,10,132,37,Matches,Real-Betis,La-Liga
705,Fran Vieites,es ESP,GK,26-005,4.0,126,97,124,1,1,1,126,0,0,,0,,59,248,139,0,0,0,0,0,48,0,Matches,Real-Betis,La-Liga
706,Ángel Ortíz,es ESP,DF,20-291,3.8,251,7,92,102,59,6,251,7,4,57.1,3,42.9,121,609,331,3,3,1,7,2,140,18,Matches,Real-Betis,La-Liga
707,Iker Losada,es ESP,"MF,FW",23-284,3.7,180,1,30,73,80,6,180,6,2,33.3,4,66.7,101,569,294,9,6,1,6,5,130,16,Matches,Real-Betis,La-Liga
708,Assane Diao,sn SEN,FW,19-247,3.1,122,4,12,42,68,19,122,11,2,18.2,9,81.8,63,372,145,9,3,3,15,2,81,27,Matches,Real-Betis,La-Liga
709,Juanmi,es ESP,"FW,MF",31-357,2.7,109,3,23,46,41,14,109,8,4,50.0,3,37.5,62,307,101,4,1,2,7,4,74,18,Matches,Real-Betis,La-Liga
710,Nabil Fekir,fr FRA,MF,31-298,2.0,107,0,3,52,53,6,107,5,0,0.0,4,80.0,72,479,259,9,4,2,4,6,85,18,Matches,Real-Betis,La-Liga
711,Carlos Guirao,es ESP,MF,22-015,1.2,60,3,14,38,10,1,60,1,1,100.0,0,0.0,28,134,60,1,1,0,1,2,34,2,Matches,Real-Betis,La-Liga
712,Mateo Flores,es ESP,MF,21-035,1.7,84,4,27,47,11,1,84,0,0,,0,,47,189,55,0,0,0,3,3,50,2,Matches,Real-Betis,La-Liga
713,Rodri,es ESP,FW,24-361,1.3,86,3,22,32,33,6,86,6,2,33.3,4,66.7,57,401,183,4,3,3,5,2,63,11,Matches,Real-Betis,La-Liga
714,Sergio Arribas,es ESP,DF,22-091,1.0,71,5,24,43,4,0,71,0,0,,0,,33,128,75,0,0,0,0,0,35,4,Matches,Real-Betis,La-Liga
715,Pablo Garcia,es ESP,FW,18-270,0.4,23,0,3,7,14,2,23,2,1,50.0,1,50.0,16,120,59,2,0,1,3,1,15,8,Matches,Real-Betis,La-Liga
716,Vicente Guaita,es ESP,GK,38-122,31.0,942,845,937,5,0,0,942,0,0,,0,,491,2417,1477,0,0,0,2,0,395,0,Matches,Celta-Vigo,La-Liga
717,Óscar Mingueza,es ESP,"MF,DF",25-364,27.4,2253,61,536,1046,688,39,2253,55,22,40.0,31,56.4,1290,5927,3020,61,57,11,36,12,1556,177,Matches,Celta-Vigo,La-Liga
718,Marcos Alonso,es ESP,DF,34-135,27.5,2512,205,963,1313,270,28,2510,24,15,62.5,8,33.3,1627,9971,6186,57,45,2,18,8,1783,46,Matches,Celta-Vigo,La-Liga
719,Carl Starfelt,se SWE,DF,29-345,25.2,1901,265,963,915,29,11,1901,1,1,100.0,0,0.0,1104,4606,2548,11,5,1,9,0,1337,1,Matches,Celta-Vigo,La-Liga
720,Fran Beltrán,es ESP,MF,26-098,23.9,1544,46,334,988,227,11,1544,18,9,50.0,8,44.4,858,4104,1928,26,25,2,18,22,1091,22,Matches,Celta-Vigo,La-Liga
721,Javi Rodríguez,es ESP,DF,21-320,24.9,1757,108,618,944,198,20,1757,16,6,37.5,8,50.0,1050,4559,2365,24,23,1,18,3,1233,47,Matches,Celta-Vigo,La-Liga
722,Borja Iglesias,es ESP,FW,32-115,20.0,630,14,44,327,268,79,630,28,9,32.1,16,57.1,366,1415,461,19,12,11,57,32,470,102,Matches,Celta-Vigo,La-Liga
723,Ilaix Moriba,gn GUI,MF,22-113,20.7,1164,30,192,658,330,38,1164,40,12,30.0,17,42.5,704,3347,1439,32,32,8,45,24,817,62,Matches,Celta-Vigo,La-Liga
724,Iago Aspas,es ESP,"FW,MF",37-284,18.2,968,4,70,482,428,62,962,23,12,52.2,8,34.8,684,3293,1513,48,37,14,34,17,818,130,Matches,Celta-Vigo,La-Liga
725,Sergio Carreira,es ESP,"MF,DF",24-211,16.4,940,32,237,362,348,47,940,28,12,42.9,13,46.4,507,2724,1281,34,20,14,15,14,591,128,Matches,Celta-Vigo,La-Liga
726,Hugo Álvarez,es ESP,"MF,DF",21-314,17.3,1199,26,260,468,479,81,1199,72,32,44.4,38,52.8,722,3895,2258,73,38,40,33,12,808,169,Matches,Celta-Vigo,La-Liga
727,Hugo Sotelo,es ESP,MF,21-144,13.9,1093,17,177,705,223,9,1093,19,8,42.1,8,42.1,655,3170,1326,21,18,2,11,12,858,38,Matches,Celta-Vigo,La-Liga
728,Pablo Durán,es ESP,"FW,MF",23-352,14.1,545,9,63,242,246,56,545,42,12,28.6,28,66.7,322,1473,583,21,12,12,39,20,382,120,Matches,Celta-Vigo,La-Liga
729,Williot Swedberg,se SWE,"FW,MF",21-100,13.8,528,4,47,213,272,66,528,40,8,20.0,27,67.5,334,1964,972,33,20,18,47,16,393,109,Matches,Celta-Vigo,La-Liga
730,Alfon,es ESP,"FW,MF",26-008,13.5,498,2,39,127,338,104,498,57,22,38.6,28,49.1,341,2572,1549,79,37,41,26,19,388,151,Matches,Celta-Vigo,La-Liga
731,Carlos Dominguez,es ESP,DF,24-090,11.0,956,91,397,542,22,7,956,3,2,66.7,1,33.3,601,2965,1814,12,10,0,5,0,690,2,Matches,Celta-Vigo,La-Liga
732,Damián Rodríguez,es ESP,MF,22-056,10.3,876,15,127,589,162,4,876,2,0,0.0,2,100.0,529,2383,1230,8,8,0,4,6,680,12,Matches,Celta-Vigo,La-Liga
733,Jonathan Bamba,ci CIV,"FW,MF",29-047,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71,Matches,Celta-Vigo,La-Liga
734,Javier Manquillo,es ESP,DF,31-007,5.7,413,20,161,222,31,1,413,1,0,0.0,1,100.0,248,1017,454,3,5,1,1,0,312,5,Matches,Celta-Vigo,La-Liga
