,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Squad,League
648,César Azpilicueta,es ESP,DF,35-270,8.7,7,0.8,4,2,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches,Atletico-Madrid,La-Liga
649,Axel Witsel,be BEL,DF,36-133,8.5,3,0.35,2,0,1,0,0,0,2,0.24,1,0,1,0,0,0,Matches,Atletico-Madrid,La-Liga
650,Rodrigo Riquelme,es ESP,"MF,DF",25-053,5.7,29,5.05,27,1,1,0,0,0,1,0.17,1,0,0,0,0,0,Matches,Atletico-Madrid,La-Liga
651,Ángel Correa,ar ARG,"FW,MF",30-077,8.7,32,3.68,18,1,4,4,3,2,4,0.46,2,0,2,0,0,0,Matches,Atletico-Madrid,La-Liga
652,Juan Musso,ar ARG,GK,31-019,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Atletico-Madrid,La-Liga
653,Thomas Lemar,fr FRA,MF,29-194,0.9,4,4.24,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Atletico-Madrid,La-Liga
654,Adrian Niño,es ESP,FW,20-340,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Atletico-Madrid,La-Liga
655,Pedri,es ESP,MF,22-181,31.1,164,5.27,148,7,2,2,4,1,16,0.51,15,0,1,0,0,0,Matches,Barcelona,La-Liga
656,Raphinha,br BRA,"FW,MF",28-162,30.8,161,5.22,99,31,8,12,10,1,22,0.71,11,2,4,2,2,1,Matches,Barcelona,La-Liga
657,Robert Lewandowski,pl POL,FW,36-277,28.7,49,1.71,33,0,4,7,5,0,3,0.1,2,0,0,1,0,0,Matches,Barcelona,La-Liga
658,Lamine Yamal,es ESP,FW,17-316,30.7,184,5.99,112,3,37,18,11,3,29,0.94,20,0,5,2,2,0,Matches,Barcelona,La-Liga
659,Jules Koundé,fr FRA,DF,26-194,28.9,59,2.04,55,0,2,2,0,0,7,0.24,6,0,0,1,0,0,Matches,Barcelona,La-Liga
660,Pau Cubarsí,es ESP,DF,18-123,28.1,35,1.25,34,0,0,1,0,0,6,0.21,5,0,0,1,0,0,Matches,Barcelona,La-Liga
661,Iñigo Martínez,es ESP,DF,34-008,27.7,45,1.63,38,1,1,3,2,0,9,0.33,6,1,1,0,1,0,Matches,Barcelona,La-Liga
662,Alejandro Balde,es ESP,DF,21-219,24.5,74,3.02,58,3,3,3,7,0,12,0.49,10,0,0,0,2,0,Matches,Barcelona,La-Liga
663,Marc Casado,es ESP,MF,21-253,17.9,45,2.51,40,0,0,1,2,2,6,0.34,6,0,0,0,0,0,Matches,Barcelona,La-Liga
664,Wojciech Szczęsny,pl POL,GK,35-037,15.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Barcelona,La-Liga
665,Iñaki Peña,es ESP,GK,26-084,14.5,1,0.07,1,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,Barcelona,La-Liga
666,Eric García,es ESP,"DF,MF",24-136,16.4,30,1.83,27,0,0,3,0,0,6,0.37,5,0,0,1,0,0,Matches,Barcelona,La-Liga
667,Dani Olmo,es ESP,"MF,FW",27-018,13.2,62,4.7,44,1,7,5,4,1,11,0.83,3,1,3,1,3,0,Matches,Barcelona,La-Liga
668,Gavi,es ESP,"MF,FW",20-293,11.1,39,3.53,37,0,1,1,0,0,4,0.36,4,0,0,0,0,0,Matches,Barcelona,La-Liga
669,Ferrán Torres,es ESP,"FW,MF",25-085,12.3,38,3.09,26,2,4,2,3,1,7,0.57,6,0,1,0,0,0,Matches,Barcelona,La-Liga
670,Fermin López,es ESP,"MF,FW",22-014,12.9,52,4.03,34,5,6,4,1,2,6,0.47,6,0,0,0,0,0,Matches,Barcelona,La-Liga
671,Gerard Martín,es ESP,DF,23-144,11.4,27,2.37,26,0,0,0,1,0,3,0.26,3,0,0,0,0,0,Matches,Barcelona,La-Liga
672,Ronald Araújo,uy URU,DF,26-079,7.7,11,1.43,10,0,0,1,0,0,1,0.13,0,0,0,1,0,0,Matches,Barcelona,La-Liga
673,Frenkie de Jong,nl NED,MF,28-013,12.6,43,3.42,39,0,2,1,0,1,11,0.87,9,0,2,0,0,0,Matches,Barcelona,La-Liga
674,Marc-André ter Stegen,de GER,GK,33-025,7.5,1,0.13,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Barcelona,La-Liga
675,Héctor Fort,es ESP,DF,18-296,6.5,16,2.46,15,1,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches,Barcelona,La-Liga
676,Pablo Torre,es ESP,"MF,FW",22-052,3.4,18,5.24,14,2,0,0,1,1,3,0.87,3,0,0,0,0,0,Matches,Barcelona,La-Liga
677,Marc Bernal,es ESP,MF,17-364,2.7,1,0.37,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Barcelona,La-Liga
678,Ansu Fati,es ESP,FW,22-206,2.6,11,4.25,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Barcelona,La-Liga
679,Pau Victor Delgado,es ESP,FW,23-180,3.5,13,3.67,11,0,1,0,1,0,2,0.56,1,0,0,0,1,0,Matches,Barcelona,La-Liga
680,Andreas Christensen,dk DEN,DF,29-045,2.5,1,0.4,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Barcelona,La-Liga
681,Sergi Dominguez,es ESP,DF,20-054,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Barcelona,La-Liga
682,Daniel Rodriguez,es ESP,FW,19-289,0.4,2,4.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Barcelona,La-Liga
683,Diego Llorente,es ESP,DF,31-282,28.0,15,0.54,12,0,0,1,1,1,2,0.07,1,0,0,0,0,1,Matches,Real-Betis,La-Liga
684,Johnny Cardoso,us USA,MF,23-247,23.8,35,1.47,29,0,5,0,0,1,1,0.04,1,0,0,0,0,0,Matches,Real-Betis,La-Liga
685,Natan,br BRA,DF,24-108,24.2,11,0.46,9,0,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
686,Marc Bartra,es ESP,DF,34-130,23.3,13,0.56,10,0,1,2,0,0,3,0.13,1,0,0,2,0,0,Matches,Real-Betis,La-Liga
687,Abde Ezzalzouli,ma MAR,"FW,MF",23-159,22.0,66,2.99,43,0,10,8,4,1,7,0.32,4,0,0,2,1,0,Matches,Real-Betis,La-Liga
688,Romain Perraud,fr FRA,DF,27-245,22.2,36,1.62,32,1,1,2,0,0,5,0.23,4,0,0,1,0,0,Matches,Real-Betis,La-Liga
689,Sergi Altimira,es ESP,MF,23-273,21.9,52,2.37,40,0,3,2,1,6,1,0.05,1,0,0,0,0,0,Matches,Real-Betis,La-Liga
690,Pablo Fornals,es ESP,"MF,FW",29-092,20.3,88,4.33,78,5,2,3,0,0,9,0.44,9,0,0,0,0,0,Matches,Real-Betis,La-Liga
691,Youssouf Sabaly,sn SEN,DF,32-081,17.6,19,1.08,17,1,1,0,0,0,3,0.17,3,0,0,0,0,0,Matches,Real-Betis,La-Liga
692,Adrián,es ESP,GK,38-142,19.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
693,Isco,es ESP,MF,33-034,17.2,111,6.46,75,24,3,4,3,2,14,0.81,10,4,0,0,0,0,Matches,Real-Betis,La-Liga
694,Giovani Lo Celso,ar ARG,"MF,FW",29-046,16.2,93,5.74,67,19,3,0,4,0,9,0.56,6,1,2,0,0,0,Matches,Real-Betis,La-Liga
695,Antony,br BRA,FW,25-090,15.1,77,5.09,61,4,5,4,3,0,9,0.6,6,0,1,2,0,0,Matches,Real-Betis,La-Liga
696,Rui Silva,pt POR,GK,31-107,15.0,5,0.33,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
697,Ricardo Rodríguez,ch SUI,DF,32-273,14.2,27,1.91,23,1,0,2,0,1,2,0.14,2,0,0,0,0,0,Matches,Real-Betis,La-Liga
698,Jesus Rodríguez,es ESP,FW,19-185,12.3,34,2.75,17,0,8,2,7,0,5,0.41,3,0,0,1,1,0,Matches,Real-Betis,La-Liga
699,Vitor Roque,br BRA,FW,20-086,13.7,34,2.48,19,0,5,5,5,0,4,0.29,0,0,0,1,3,0,Matches,Real-Betis,La-Liga
700,Cucho,co COL,FW,26-035,12.7,46,3.64,32,0,5,5,3,1,8,0.63,5,0,1,0,2,0,Matches,Real-Betis,La-Liga
701,Aitor Ruibal,es ESP,"DF,FW",29-064,14.6,36,2.46,31,2,1,1,1,0,4,0.27,4,0,0,0,0,0,Matches,Real-Betis,La-Liga
702,Marc Roca,es ESP,MF,28-180,10.1,24,2.38,19,1,2,1,0,1,1,0.1,1,0,0,0,0,0,Matches,Real-Betis,La-Liga
703,Cédric Bakambu,cd COD,FW,34-044,7.9,11,1.39,9,0,0,1,1,0,3,0.38,2,0,0,0,1,0,Matches,Real-Betis,La-Liga
704,Ezequiel Ávila,ar ARG,FW,31-108,7.5,31,4.12,24,0,1,2,4,0,3,0.4,3,0,0,0,0,0,Matches,Real-Betis,La-Liga
705,Héctor Bellerín,es ESP,DF,30-067,6.4,12,1.86,11,0,1,0,0,0,2,0.31,2,0,0,0,0,0,Matches,Real-Betis,La-Liga
706,William Carvalho,pt POR,MF,33-048,5.4,14,2.6,14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
707,Fran Vieites,es ESP,GK,26-018,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
708,Ángel Ortíz,es ESP,DF,20-304,3.9,6,1.53,5,0,0,0,1,0,2,0.51,2,0,0,0,0,0,Matches,Real-Betis,La-Liga
709,Iker Losada,es ESP,"MF,FW",23-297,3.7,8,2.14,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
710,Assane Diao,sn SEN,FW,19-260,3.1,7,2.28,6,0,0,1,0,0,2,0.65,2,0,0,0,0,0,Matches,Real-Betis,La-Liga
711,Juanmi,es ESP,"FW,MF",32-005,2.7,5,1.84,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
712,Nabil Fekir,fr FRA,MF,31-311,2.0,12,6.0,9,2,0,0,0,1,1,0.5,0,1,0,0,0,0,Matches,Real-Betis,La-Liga
713,Carlos Guirao,es ESP,MF,22-028,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
714,Mateo Flores,es ESP,MF,21-048,1.7,2,1.18,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
715,Rodri,es ESP,FW,25-009,1.3,11,8.39,7,2,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
716,Nobel Mendy,fr FRA,DF,20-264,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
717,Sergio Arribas,es ESP,DF,22-104,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
718,Pablo Garcia,es ESP,FW,18-283,0.4,2,4.62,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Real-Betis,La-Liga
719,Vicente Guaita,es ESP,GK,37.0,34.0,3,0.09,1,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
720,Óscar Mingueza,es ESP,"MF,DF",25.0,30.3,97,3.2,77,9,2,4,3,2,14,0.46,10,1,2,0,1,0,Matches,Celta-Vigo,La-Liga
721,Marcos Alonso,es ESP,DF,33.0,29.4,46,1.56,38,3,1,3,0,1,6,0.2,6,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
722,Fran Beltrán,es ESP,MF,25.0,26.9,43,1.6,38,0,1,4,0,0,4,0.15,4,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
723,Javi Rodríguez,es ESP,DF,21.0,27.9,35,1.25,29,0,2,1,3,0,3,0.11,3,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
724,Carl Starfelt,se SWE,DF,29.0,25.2,18,0.71,16,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
725,Borja Iglesias,es ESP,FW,31.0,21.7,36,1.66,25,1,0,5,5,0,7,0.32,3,0,0,1,3,0,Matches,Celta-Vigo,La-Liga
726,Ilaix Moriba,gn GUI,MF,21.0,23.7,55,2.32,40,0,2,5,4,4,5,0.21,3,0,0,1,1,0,Matches,Celta-Vigo,La-Liga
727,Iago Aspas,es ESP,"FW,MF",36.0,19.4,74,3.82,66,1,2,3,2,0,13,0.67,11,0,0,1,1,0,Matches,Celta-Vigo,La-Liga
728,Sergio Carreira,es ESP,"MF,DF",23.0,18.4,36,1.96,32,1,3,0,0,0,4,0.22,4,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
729,Hugo Álvarez,es ESP,"MF,DF",21.0,17.5,46,2.63,38,0,5,3,0,0,9,0.52,7,0,2,0,0,0,Matches,Celta-Vigo,La-Liga
730,Pablo Durán,es ESP,"FW,MF",23.0,15.5,30,1.94,22,0,2,4,2,0,4,0.26,3,0,0,1,0,0,Matches,Celta-Vigo,La-Liga
731,Williot Swedberg,se SWE,"FW,MF",20.0,15.0,36,2.4,24,0,3,8,1,0,8,0.53,6,0,1,1,0,0,Matches,Celta-Vigo,La-Liga
732,Hugo Sotelo,es ESP,MF,20.0,13.9,40,2.87,27,12,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
733,Alfon,es ESP,"FW,MF",25.0,15.2,59,3.87,32,0,12,9,6,0,7,0.46,4,0,0,2,1,0,Matches,Celta-Vigo,La-Liga
734,Carlos Dominguez,es ESP,DF,23.0,13.1,6,0.46,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
735,Damián Rodríguez,es ESP,MF,21.0,10.3,26,2.52,17,9,0,0,0,0,2,0.19,2,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
736,Jonathan Bamba,ci CIV,"FW,MF",28.0,9.0,28,3.11,24,0,2,2,0,0,4,0.44,4,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
737,Fer López,,"FW,MF",,7.5,30,4.02,23,0,3,2,1,1,3,0.4,2,0,0,1,0,0,Matches,Celta-Vigo,La-Liga
738,Yoel Lago,es ESP,DF,20.0,6.5,2,0.31,2,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
739,Javier Manquillo,es ESP,DF,30.0,5.7,1,0.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
740,Anastasios Douvikas,gr GRE,FW,24.0,7.8,11,1.41,5,0,2,1,3,0,1,0.13,1,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
741,Jailson Siqueira,br BRA,"DF,MF",28.0,6.8,8,1.17,5,0,0,1,0,2,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
742,Mihailo Ristić,rs SRB,"DF,MF",28.0,4.8,10,2.1,6,3,0,1,0,0,1,0.21,1,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
743,Iván Villar,es ESP,GK,27.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
744,Iker Losada,es ESP,"FW,MF",22.0,4.0,8,2.02,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
745,Franco Cervi,ar ARG,"FW,MF",30.0,3.0,5,1.65,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
746,Luca de la Torre,us USA,MF,26.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
747,Joseph Aidoo,gh GHA,DF,28.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
748,Tadeo Allende,ar ARG,FW,25.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Celta-Vigo,La-Liga
749,Joan García,es ESP,GK,23.0,38.0,9,0.24,5,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,Espanyol,La-Liga
750,Omar El Hilali,ma MAR,DF,20.0,35.0,28,0.8,24,1,1,1,1,0,3,0.09,3,0,0,0,0,0,Matches,Espanyol,La-Liga
751,Javi Puado,es ESP,"FW,MF",26.0,33.0,55,1.66,44,0,2,5,4,0,7,0.21,6,0,0,0,1,0,Matches,Espanyol,La-Liga
752,Marash Kumbulla,al ALB,DF,24.0,33.0,16,0.48,11,0,1,3,1,0,2,0.06,1,0,1,0,0,0,Matches,Espanyol,La-Liga
753,Leandro Cabrera,uy URU,DF,33.0,31.9,21,0.66,17,0,0,2,1,1,7,0.22,4,0,0,2,1,0,Matches,Espanyol,La-Liga
754,Alex Král,cz CZE,MF,26.0,30.2,42,1.39,31,1,2,2,4,2,1,0.03,1,0,0,0,0,0,Matches,Espanyol,La-Liga
755,Carlos Romero,es ESP,DF,22.0,28.4,62,2.18,42,12,6,1,1,0,4,0.14,2,1,0,0,1,0,Matches,Espanyol,La-Liga
756,Pol Lozano,es ESP,MF,24.0,21.6,40,1.84,32,6,0,0,0,2,2,0.09,2,0,0,0,0,0,Matches,Espanyol,La-Liga
757,Jofre,es ESP,"MF,FW",23.0,24.1,56,2.33,38,0,6,5,7,0,5,0.21,4,0,0,0,1,0,Matches,Espanyol,La-Liga
758,Roberto Férnandez,es ESP,FW,22.0,16.6,28,1.68,18,0,3,2,4,1,3,0.18,0,0,0,0,2,1,Matches,Espanyol,La-Liga
759,Urko González,es ESP,MF,23.0,15.3,23,1.51,19,0,2,1,1,0,5,0.33,5,0,0,0,0,0,Matches,Espanyol,La-Liga
760,Álvaro Tejero,es ESP,"MF,DF",28.0,13.8,55,4.0,28,23,1,1,1,1,9,0.65,4,3,1,1,0,0,Matches,Espanyol,La-Liga
761,Antoniu,es ESP,"FW,MF",21.0,11.4,24,2.11,11,0,6,0,5,2,1,0.09,1,0,0,0,0,0,Matches,Espanyol,La-Liga
762,Edu Expósito,es ESP,MF,27.0,11.6,44,3.79,22,15,2,2,3,0,2,0.17,0,2,0,0,0,0,Matches,Espanyol,La-Liga
763,Brian Oliván,es ESP,DF,30.0,11.3,24,2.09,16,8,0,0,0,0,1,0.09,0,1,0,0,0,0,Matches,Espanyol,La-Liga
764,Alejo Véliz,ar ARG,FW,20.0,12.5,14,1.1,7,0,0,2,5,0,4,0.31,2,0,0,0,2,0,Matches,Espanyol,La-Liga
765,José Gragera,es ESP,MF,23.0,6.3,7,1.11,4,0,0,0,1,2,0,0.0,0,0,0,0,0,0,Matches,Espanyol,La-Liga
766,Fernando Calero,es ESP,"DF,MF",28.0,7.9,6,0.76,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches,Espanyol,La-Liga
767,Sergi Gómez,es ESP,DF,32.0,7.4,4,0.54,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,La-Liga
768,Walid Cheddira,ma MAR,FW,26.0,7.1,20,2.81,10,0,2,4,4,0,5,0.7,1,0,1,1,2,0,Matches,Espanyol,La-Liga
769,Irvin Cardona,fr FRA,"FW,MF",26.0,6.7,20,2.97,16,1,0,2,1,0,3,0.45,2,0,0,1,0,0,Matches,Espanyol,La-Liga
770,Álvaro Aguado,es ESP,MF,28.0,4.9,16,3.25,13,1,1,1,0,0,1,0.2,1,0,0,0,0,0,Matches,Espanyol,La-Liga
771,Justin Smith,ca CAN,MF,21.0,2.3,2,0.86,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0,Matches,Espanyol,La-Liga
772,Rafael Bauza,es ESP,MF,19.0,2.0,1,0.49,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,La-Liga
773,Pere Milla,es ESP,"MF,FW",31.0,5.1,13,2.57,11,1,0,1,0,0,1,0.2,1,0,0,0,0,0,Matches,Espanyol,La-Liga
774,Naci Ünüvar,nl NED,"MF,DF",21.0,0.3,2,5.63,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,La-Liga
775,Roger Hinojo,es ESP,DF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Espanyol,La-Liga
776,David Soria,es ESP,GK,31.0,38.0,8,0.21,5,3,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
777,Omar Alderete,py PAR,DF,27.0,33.0,37,1.12,28,1,1,5,1,1,4,0.12,2,0,0,1,1,0,Matches,Getafe,La-Liga
778,Iglesias,es ESP,DF,26.0,32.1,59,1.84,30,16,4,3,5,1,5,0.16,2,1,0,1,0,1,Matches,Getafe,La-Liga
779,Luis Milla,es ESP,MF,29.0,31.9,130,4.07,72,43,4,4,5,2,6,0.19,3,3,0,0,0,0,Matches,Getafe,La-Liga
780,Diego Rico,es ESP,DF,31.0,31.3,75,2.39,48,22,1,2,2,0,8,0.26,2,3,1,1,1,0,Matches,Getafe,La-Liga
781,Mauro Arambarri,uy URU,MF,28.0,29.6,54,1.83,34,0,3,6,9,2,3,0.1,1,0,0,2,0,0,Matches,Getafe,La-Liga
782,Djené,tg TOG,"DF,MF",32.0,28.3,21,0.74,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches,Getafe,La-Liga
783,Christantus Uche,ng NGA,"FW,MF",21.0,27.6,78,2.82,53,0,7,2,15,1,10,0.36,8,0,0,0,2,0,Matches,Getafe,La-Liga
784,Domingos Duarte,pt POR,DF,29.0,20.7,9,0.44,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
785,Carles Pérez,es ESP,"MF,FW",26.0,15.9,40,2.52,26,1,6,2,3,2,1,0.06,0,0,0,0,0,1,Matches,Getafe,La-Liga
786,Ramón Terrats,es ESP,"MF,FW",23.0,13.5,32,2.36,23,4,1,1,2,1,2,0.15,2,0,0,0,0,0,Matches,Getafe,La-Liga
787,Bertuğ Yıldırım,tr TUR,FW,22.0,12.0,21,1.75,13,0,1,2,4,1,1,0.08,0,0,0,0,1,0,Matches,Getafe,La-Liga
788,Alex Sola,es ESP,"MF,FW",25.0,11.4,26,2.28,17,0,6,0,3,0,2,0.18,2,0,0,0,0,0,Matches,Getafe,La-Liga
789,Coba da Costa,es ESP,"MF,FW",22.0,11.2,37,3.31,28,0,5,2,1,1,4,0.36,3,0,0,1,0,0,Matches,Getafe,La-Liga
790,Juan Berrocal,es ESP,DF,25.0,11.8,6,0.51,4,1,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches,Getafe,La-Liga
791,Allan Nyom,cm CMR,"DF,MF",36.0,9.9,11,1.12,7,0,0,1,2,1,3,0.3,2,0,0,1,0,0,Matches,Getafe,La-Liga
792,Juan Bernat,es ESP,"MF,DF",31.0,7.8,10,1.29,10,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches,Getafe,La-Liga
793,Juanmi,es ESP,"FW,MF",31.0,7.7,9,1.16,7,0,1,0,0,1,1,0.13,1,0,0,0,0,0,Matches,Getafe,La-Liga
794,Borja Mayoral,es ESP,FW,27.0,12.4,19,1.54,16,0,1,1,0,1,2,0.16,1,0,0,1,0,0,Matches,Getafe,La-Liga
795,Álvaro Rodríguez,uy URU,FW,20.0,9.5,16,1.69,9,0,4,2,1,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
796,Carles Aleñá,es ESP,"MF,FW",26.0,5.0,8,1.6,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
797,Jesús Santiago,es ESP,MF,20.0,4.1,6,1.45,2,1,0,0,2,1,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
798,Nabil Aberdin,fr FRA,MF,21.0,2.9,3,1.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
799,Peter González,do DOM,"MF,FW",22.0,5.3,13,2.44,7,1,0,3,1,1,1,0.19,1,0,0,0,0,0,Matches,Getafe,La-Liga
800,Abdoulaye Keita,es ESP,"FW,MF",21.0,1.1,1,0.95,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
801,Ismael Bekhoucha,ma MAR,"MF,DF",19.0,0.8,1,1.3,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
802,Alberto Risco,es ESP,"MF,FW",18.0,0.8,6,7.71,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
803,John Joe,ie IRL,"MF,FW",20.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
804,Gorka Rivera Alonso,es ESP,"DF,MF",19.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
805,David Argüelles,es ESP,MF,22.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Getafe,La-Liga
806,Paulo Gazzaniga,ar ARG,GK,32.0,35.5,1,0.03,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Girona,La-Liga
807,Daley Blind,nl NED,DF,34.0,29.9,47,1.57,43,2,0,0,0,2,7,0.23,6,0,0,0,0,1,Matches,Girona,La-Liga
808,Arnau Martinez,es ESP,"DF,MF",21.0,28.2,55,1.95,45,2,3,2,2,1,6,0.21,6,0,0,0,0,0,Matches,Girona,La-Liga
809,Miguel Gutiérrez,es ESP,"DF,MF",23.0,27.3,74,2.71,55,13,1,3,1,1,8,0.29,6,1,0,1,0,0,Matches,Girona,La-Liga
810,David López,es ESP,DF,34.0,27.0,24,0.89,20,0,0,4,0,0,3,0.11,1,0,0,2,0,0,Matches,Girona,La-Liga
811,Ladislav Krejčí,cz CZE,DF,25.0,26.1,29,1.11,25,1,0,2,1,0,4,0.15,2,0,0,1,1,0,Matches,Girona,La-Liga
812,Yangel Herrera,ve VEN,MF,26.0,24.3,49,2.02,37,2,1,3,4,2,6,0.25,6,0,0,0,0,0,Matches,Girona,La-Liga
813,Iván Martín,es ESP,MF,25.0,22.4,56,2.5,53,0,0,2,1,0,4,0.18,3,0,0,1,0,0,Matches,Girona,La-Liga
814,Viktor Tsyhankov,ua UKR,"FW,MF",26.0,20.3,65,3.21,34,22,1,3,4,1,8,0.39,4,3,0,0,1,0,Matches,Girona,La-Liga
815,Bryan Gil,es ESP,"FW,MF",23.0,19.1,56,2.93,39,3,8,1,4,1,5,0.26,5,0,0,0,0,0,Matches,Girona,La-Liga
816,Oriol Romeu,es ESP,MF,32.0,14.9,20,1.35,20,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches,Girona,La-Liga
817,Abel Ruiz,es ESP,FW,24.0,14.8,17,1.15,12,0,1,3,1,0,1,0.07,0,0,0,1,0,0,Matches,Girona,La-Liga
818,Donny van de Beek,nl NED,MF,27.0,15.8,28,1.77,27,0,0,1,0,0,2,0.13,2,0,0,0,0,0,Matches,Girona,La-Liga
819,Arnaut Danjuma,nl NED,"FW,MF",27.0,14.8,40,2.7,26,6,5,2,1,0,0,0.0,0,0,0,0,0,0,Matches,Girona,La-Liga
