,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
561,Daniel Bentley,eng ENG,GK,31-297,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,Matches,Wolverhampton-Wanderers,Premier-League
562,Pedro Lima,br BRA,DF,18-309,0.8,0,0,0,1,1,1,5,2,0,0,0,0,3,0,3,0.0,Matches,Wolverhampton-Wanderers,Premier-League
563,Daniel Podence,pt POR,"MF,FW",29-197,0.5,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0.0,Matches,Wolverhampton-Wanderers,Premier-League
564,Nasser Djiga,bf BFA,"DF,FW",22-172,0.2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0,Matches,Wolverhampton-Wanderers,Premier-League
565,Chiquinho,pt POR,MF,25-090,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,Matches,Wolverhampton-Wanderers,Premier-League
566,Alfie Pond,eng ENG,DF,21-066,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Wolverhampton-Wanderers,Premier-League
567,Boubacar Traoré,ml MLI,MF,23-259,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Wolverhampton-Wanderers,Premier-League
568,Carlos Vicente,es ESP,"FW,MF",26-013,30.4,2,0,0,31,51,8,235,13,26,0,0,0,112,31,53,36.9,Matches,Alaves,La-Liga
569,Nahuel Tenaglia,ar ARG,DF,29-074,29.3,11,0,0,33,42,2,75,37,52,1,0,0,106,40,46,46.5,Matches,Alaves,La-Liga
570,Abdel Abqar,ma MAR,DF,26-057,27.4,13,0,0,47,31,2,5,39,23,1,2,0,87,40,35,53.3,Matches,Alaves,La-Liga
571,Antonio Sivera,es ESP,GK,28-268,27.2,6,1,0,4,4,0,0,0,1,0,3,1,20,5,1,83.3,Matches,Alaves,La-Liga
572,Antonio Blanco,es ESP,MF,24-287,26.6,11,1,1,63,24,0,27,39,37,0,0,0,139,27,31,46.6,Matches,Alaves,La-Liga
573,Kiké,es ESP,FW,35-162,25.6,5,1,1,46,54,20,12,1,12,1,0,0,78,100,94,51.5,Matches,Alaves,La-Liga
574,Manu Sánchez,es ESP,DF,24-255,25.5,6,1,0,49,18,1,74,28,45,0,1,0,90,7,26,21.2,Matches,Alaves,La-Liga
575,Jon Guridi,es ESP,"MF,FW",30-067,20.0,6,0,0,32,13,5,16,12,17,0,1,0,81,42,53,44.2,Matches,Alaves,La-Liga
576,Moussa Diarra,ml MLI,DF,24-177,19.7,6,0,0,25,21,1,22,21,23,1,1,0,70,30,26,53.6,Matches,Alaves,La-Liga
577,Ander Guevara,es ESP,MF,27-303,18.6,2,0,0,28,15,0,3,11,26,0,0,0,102,25,36,41.0,Matches,Alaves,La-Liga
578,Santiago Mouriño,uy URU,DF,23-082,17.5,6,0,0,28,18,1,3,25,24,0,0,0,78,30,27,52.6,Matches,Alaves,La-Liga
579,Carlos Martín,es ESP,"FW,MF",23-014,14.5,3,0,0,30,28,6,24,5,20,0,0,0,54,15,18,45.5,Matches,Alaves,La-Liga
580,Joan Jordán,es ESP,MF,30-304,15.1,3,0,0,26,11,1,100,8,17,0,0,0,58,16,13,55.2,Matches,Alaves,La-Liga
581,Tomás Conechny,ar ARG,"FW,MF",27-037,8.8,6,0,0,25,11,4,30,6,9,0,0,0,43,20,20,50.0,Matches,Alaves,La-Liga
582,Carles Aleñá,es ESP,"MF,FW",27-121,8.5,1,0,0,7,19,0,24,2,10,0,0,0,31,7,6,53.8,Matches,Alaves,La-Liga
583,Toni Martínez,es ESP,"FW,MF",27-310,10.1,1,0,0,14,12,7,6,0,6,0,1,0,28,73,56,56.6,Matches,Alaves,La-Liga
584,Stoichkov,es ESP,"MF,FW",31-182,7.8,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25.0,Matches,Alaves,La-Liga
585,Aleksandar Sedlar,rs SRB,DF,33-144,5.7,1,1,0,9,5,0,0,9,9,0,0,0,16,8,6,57.1,Matches,Alaves,La-Liga
586,Jesús Owono,gq EQG,GK,24-066,5.4,0,0,0,1,2,0,0,0,1,0,1,0,3,0,0,,Matches,Alaves,La-Liga
587,Pica,es ESP,DF,23-125,5.4,1,0,0,6,3,0,2,8,7,0,0,0,12,17,10,63.0,Matches,Alaves,La-Liga
588,Carlos Benavídez,uy URU,MF,27-037,4.4,2,0,0,16,6,1,1,8,9,0,0,0,25,6,4,60.0,Matches,Alaves,La-Liga
589,Abderrahman Rebbach,dz ALG,"FW,MF",26-268,4.3,1,0,0,5,6,2,17,0,2,0,0,0,16,1,11,8.3,Matches,Alaves,La-Liga
590,Facundo Garcés,ar ARG,DF,25-243,3.5,0,0,0,1,2,0,0,2,0,0,1,0,3,8,4,66.7,Matches,Alaves,La-Liga
591,Asier Villalibre,es ESP,FW,27-218,3.5,2,0,0,11,7,1,2,1,1,0,0,0,7,19,10,65.5,Matches,Alaves,La-Liga
592,Hugo Novoa,es ESP,"DF,MF",22-125,2.6,0,0,0,1,1,2,7,0,5,0,0,0,9,1,8,11.1,Matches,Alaves,La-Liga
593,Luka Romero,ar ARG,"FW,MF",20-169,2.2,0,0,0,3,3,1,10,1,4,1,0,0,9,2,4,33.3,Matches,Alaves,La-Liga
594,Pau Cabanes,es ESP,"MF,FW",20-078,2.0,1,0,0,5,5,0,12,0,2,0,0,0,11,1,3,25.0,Matches,Alaves,La-Liga
595,Adrian Rodriguez,es ESP,GK,24-145,1.4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,Matches,Alaves,La-Liga
596,Luis Rioja,es ESP,FW,31-202,0.3,0,0,0,1,1,0,6,0,1,0,0,0,1,0,0,,Matches,Alaves,La-Liga
597,Iñaki Williams,gh GHA,FW,30-325,29.0,1,0,0,21,39,16,114,12,10,1,0,0,87,30,20,60.0,Matches,Athletic-Club,La-Liga
598,Daniel Vivian,es ESP,DF,25-295,25.7,3,0,0,27,16,1,8,38,23,0,1,0,149,32,29,52.5,Matches,Athletic-Club,La-Liga
599,Álex Berenguer,es ESP,"FW,MF",29-306,23.0,5,0,0,29,29,4,161,9,13,2,0,0,100,23,47,32.9,Matches,Athletic-Club,La-Liga
600,Mikel Jauregizar,es ESP,MF,21-175,21.8,4,1,0,40,36,0,26,26,43,1,0,0,129,29,34,46.0,Matches,Athletic-Club,La-Liga
601,Nico Williams,es ESP,FW,22-298,21.3,1,0,0,16,35,10,107,6,17,0,0,0,88,11,17,39.3,Matches,Athletic-Club,La-Liga
602,Beñat Prados,es ESP,MF,24-087,17.9,7,0,0,34,15,0,8,28,33,0,0,0,85,28,22,56.0,Matches,Athletic-Club,La-Liga
603,Gorka Guruzeta,es ESP,FW,28-236,18.1,2,0,0,35,20,5,3,8,8,0,0,0,52,36,65,35.6,Matches,Athletic-Club,La-Liga
604,Aitor Paredes,es ESP,DF,25-007,18.1,4,1,1,21,5,0,1,22,9,0,1,0,56,28,26,51.9,Matches,Athletic-Club,La-Liga
605,Yuri Berchiche,es ESP,DF,35-085,18.7,4,0,0,14,16,3,39,20,20,0,0,0,98,22,16,57.9,Matches,Athletic-Club,La-Liga
606,Yeray Álvarez,es ESP,DF,30-102,17.8,4,0,0,12,14,0,3,33,13,0,0,0,75,39,31,55.7,Matches,Athletic-Club,La-Liga
607,Oihan Sancet,es ESP,MF,25-011,16.3,2,0,0,13,19,3,17,5,7,0,0,0,66,10,12,45.5,Matches,Athletic-Club,La-Liga
608,Unai Simón,es ESP,GK,27-329,17.0,0,0,0,0,3,0,0,1,0,0,0,0,24,5,0,100.0,Matches,Athletic-Club,La-Liga
609,Andoni Gorosabel,es ESP,DF,28-275,15.6,5,0,0,24,4,1,39,17,25,0,0,0,55,18,26,40.9,Matches,Athletic-Club,La-Liga
610,Óscar de Marcos,es ESP,DF,36-022,15.3,0,0,0,13,5,1,49,14,13,0,0,0,83,7,12,36.8,Matches,Athletic-Club,La-Liga
611,Iñigo Ruiz de Galarreta,es ESP,MF,31-273,13.9,5,0,0,34,15,0,26,12,21,0,0,0,109,6,9,40.0,Matches,Athletic-Club,La-Liga
612,Julen Agirrezabala,es ESP,GK,24-131,13.4,1,1,0,3,1,0,0,0,0,0,2,0,21,5,0,100.0,Matches,Athletic-Club,La-Liga
613,Unai Gómez,es ESP,"MF,FW",21-346,12.3,1,0,0,10,17,0,20,2,6,0,0,0,35,26,27,49.1,Matches,Athletic-Club,La-Liga
614,Adama Boiro,es ESP,DF,22-318,11.2,2,0,0,10,8,0,29,12,11,0,0,0,44,15,7,68.2,Matches,Athletic-Club,La-Liga
615,Mikel Vesga,es ESP,MF,31-350,9.8,1,0,0,12,3,0,7,13,14,0,0,0,56,18,11,62.1,Matches,Athletic-Club,La-Liga
616,Iñigo Lekue,es ESP,DF,32-002,7.6,1,0,0,5,2,0,12,7,12,0,0,0,33,5,2,71.4,Matches,Athletic-Club,La-Liga
617,Álvaro djaló,es ESP,FW,25-263,6.7,1,0,0,16,14,5,12,1,5,0,0,0,25,9,17,34.6,Matches,Athletic-Club,La-Liga
618,Unai Núñez,es ESP,DF,28-096,6.5,4,0,0,9,5,0,0,17,4,0,0,0,26,13,12,52.0,Matches,Athletic-Club,La-Liga
619,Maroan Sannadi,es ESP,FW,24-094,5.7,0,0,0,14,17,4,2,0,0,1,0,0,15,11,14,44.0,Matches,Athletic-Club,La-Liga
620,Alex Padilla,es ESP,GK,21-247,3.6,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,100.0,Matches,Athletic-Club,La-Liga
621,Ander Herrera,es ESP,MF,35-265,3.0,2,0,0,6,3,0,1,2,4,0,0,0,14,3,2,60.0,Matches,Athletic-Club,La-Liga
622,Peio Canales,es ESP,"MF,FW",20-109,2.1,0,0,0,1,2,1,6,2,2,0,0,0,16,0,2,0.0,Matches,Athletic-Club,La-Liga
623,Nicolás Serrano,es ESP,FW,22-062,1.2,0,0,0,2,2,0,13,1,1,0,0,0,3,0,2,0.0,Matches,Athletic-Club,La-Liga
624,Javi Martón,es ESP,"FW,MF",26-000,0.6,1,0,0,1,0,1,0,0,0,0,0,0,2,2,1,66.7,Matches,Athletic-Club,La-Liga
625,Adu Ares,es ESP,FW,23-206,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,Matches,Athletic-Club,La-Liga
626,Endika Buján,es ESP,FW,22-110,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches,Athletic-Club,La-Liga
627,Jan Oblak,si SVN,GK,32-119,33.0,0,0,0,0,2,0,0,0,0,0,0,0,24,3,0,100.0,Matches,Atletico-Madrid,La-Liga
628,Antoine Griezmann,fr FRA,"FW,MF",34-046,26.0,2,0,0,11,24,14,135,6,17,0,0,0,83,21,22,48.8,Matches,Atletico-Madrid,La-Liga
629,Julián Álvarez,ar ARG,FW,25-095,25.2,5,0,0,26,7,7,60,0,16,0,0,0,69,13,31,29.5,Matches,Atletico-Madrid,La-Liga
630,Pablo Barrios,es ESP,MF,21-325,24.6,4,1,0,27,26,0,22,33,25,0,0,0,125,34,21,61.8,Matches,Atletico-Madrid,La-Liga
631,Marcos Llorente,es ESP,"DF,MF",30-096,23.9,0,1,0,18,23,3,57,22,45,1,0,0,107,13,14,48.1,Matches,Atletico-Madrid,La-Liga
632,Giuliano Simeone,ar ARG,MF,22-139,19.0,4,0,0,20,37,7,43,12,12,1,0,0,70,11,23,32.4,Matches,Atletico-Madrid,La-Liga
633,Robin Le Normand,es ESP,DF,28-176,20.9,8,0,0,34,22,3,1,8,16,0,1,0,60,52,37,58.4,Matches,Atletico-Madrid,La-Liga
634,Clément Lenglet,fr FRA,DF,29-323,19.9,9,0,0,27,19,2,4,20,14,0,2,0,72,36,37,49.3,Matches,Atletico-Madrid,La-Liga
635,Rodrigo De Paul,ar ARG,MF,30-347,20.0,6,0,0,15,38,0,56,5,23,0,0,0,110,4,7,36.4,Matches,Atletico-Madrid,La-Liga
636,Conor Gallagher,eng ENG,MF,25-089,17.2,2,0,0,27,38,1,13,19,30,1,0,0,102,9,20,31.0,Matches,Atletico-Madrid,La-Liga
637,José María Giménez,uy URU,DF,30-106,20.2,5,0,0,12,12,0,0,25,14,0,0,1,72,35,33,51.5,Matches,Atletico-Madrid,La-Liga
638,Javi Galán,es ESP,DF,30-168,17.3,8,0,0,34,32,4,50,9,29,0,1,0,63,24,22,52.2,Matches,Atletico-Madrid,La-Liga
639,Samuel Lino,br BRA,"MF,DF",25-134,14.4,3,0,0,13,26,2,35,7,13,1,0,0,74,11,11,50.0,Matches,Atletico-Madrid,La-Liga
640,Koke,es ESP,MF,33-118,17.9,4,0,0,20,13,0,13,18,22,0,0,1,108,8,9,47.1,Matches,Atletico-Madrid,La-Liga
641,Nahuel Molina,ar ARG,DF,27-030,16.0,0,0,0,11,5,1,50,11,17,0,0,0,60,10,12,45.5,Matches,Atletico-Madrid,La-Liga
642,Alexander Sørloth,no NOR,FW,29-152,14.8,4,0,0,23,12,5,4,1,4,0,0,0,38,90,44,67.2,Matches,Atletico-Madrid,La-Liga
643,Reinildo Mandava,mz MOZ,DF,31-105,10.5,4,0,0,19,18,1,8,16,11,0,1,0,52,10,14,41.7,Matches,Atletico-Madrid,La-Liga
644,César Azpilicueta,es ESP,DF,35-251,8.2,1,0,0,7,5,2,3,3,12,0,0,0,22,11,12,47.8,Matches,Atletico-Madrid,La-Liga
645,Axel Witsel,be BEL,DF,36-114,8.5,1,0,0,4,3,1,0,9,12,0,0,0,30,23,14,62.2,Matches,Atletico-Madrid,La-Liga
646,Rodrigo Riquelme,es ESP,"MF,DF",25-034,5.7,0,0,0,8,8,4,34,2,5,0,0,0,21,3,3,50.0,Matches,Atletico-Madrid,La-Liga
647,Ángel Correa,ar ARG,"FW,MF",30-058,8.1,3,1,0,14,10,4,20,4,2,0,0,0,36,1,8,11.1,Matches,Atletico-Madrid,La-Liga
648,Juan Musso,ar ARG,GK,31-000,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches,Atletico-Madrid,La-Liga
649,Thomas Lemar,fr FRA,MF,29-175,0.7,0,0,0,1,2,0,2,0,1,0,0,0,3,0,1,0.0,Matches,Atletico-Madrid,La-Liga
650,Adrian Niño,es ESP,FW,20-321,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Atletico-Madrid,La-Liga
651,Pedri,es ESP,MF,22-162,28.6,2,0,0,9,46,2,53,26,30,0,0,0,232,6,6,50.0,Matches,Barcelona,La-Liga
652,Jules Koundé,fr FRA,DF,26-175,28.9,4,0,0,22,19,7,63,20,43,0,0,0,107,30,23,56.6,Matches,Barcelona,La-Liga
653,Robert Lewandowski,pl POL,FW,36-258,27.1,1,0,0,28,34,16,5,3,4,0,0,0,44,34,39,46.6,Matches,Barcelona,La-Liga
654,Raphinha,br BRA,"FW,MF",28-143,27.8,4,0,0,9,35,8,195,8,21,2,0,0,84,9,5,64.3,Matches,Barcelona,La-Liga
655,Lamine Yamal,es ESP,FW,17-297,27.7,3,0,0,26,54,12,90,13,26,2,0,0,105,1,1,50.0,Matches,Barcelona,La-Liga
656,Pau Cubarsí,es ESP,DF,18-104,26.0,3,0,0,18,8,0,2,13,18,0,1,0,89,58,35,62.4,Matches,Barcelona,La-Liga
657,Iñigo Martínez,es ESP,DF,33-354,25.7,4,0,0,15,26,0,6,18,13,1,0,0,112,57,31,64.8,Matches,Barcelona,La-Liga
658,Alejandro Balde,es ESP,DF,21-200,23.1,2,0,0,14,35,0,65,5,10,0,0,0,108,14,8,63.6,Matches,Barcelona,La-Liga
659,Marc Casado,es ESP,MF,21-234,17.9,4,1,1,26,36,0,9,22,25,0,0,0,90,8,23,25.8,Matches,Barcelona,La-Liga
660,Iñaki Peña,es ESP,GK,26-065,14.5,1,0,0,0,0,0,0,0,0,0,0,0,63,1,0,100.0,Matches,Barcelona,La-Liga
661,Wojciech Szczęsny,pl POL,GK,35-018,13.0,0,0,0,0,1,0,0,0,1,0,0,0,44,0,0,,Matches,Barcelona,La-Liga
662,Gavi,es ESP,"MF,FW",20-274,9.9,4,0,0,32,19,1,9,10,15,0,0,0,50,19,24,44.2,Matches,Barcelona,La-Liga
663,Dani Olmo,es ESP,"MF,FW",26-364,11.4,0,0,0,17,20,1,16,3,9,2,0,0,42,9,7,56.3,Matches,Barcelona,La-Liga
664,Ferrán Torres,es ESP,"FW,MF",25-066,11.3,1,1,0,5,13,6,17,4,4,0,0,0,26,5,8,38.5,Matches,Barcelona,La-Liga
665,Eric García,es ESP,"MF,DF",24-117,13.7,3,0,0,17,5,0,3,10,16,0,0,0,47,26,20,56.5,Matches,Barcelona,La-Liga
666,Fermin López,es ESP,"MF,FW",21-360,11.5,3,1,0,22,16,5,35,4,14,0,0,0,60,8,17,32.0,Matches,Barcelona,La-Liga
667,Ronald Araújo,uy URU,DF,26-060,7.1,2,0,0,9,3,0,0,8,9,0,0,0,23,30,18,62.5,Matches,Barcelona,La-Liga
668,Gerard Martín,es ESP,DF,23-125,9.8,2,0,0,11,7,0,32,8,9,0,0,0,35,14,5,73.7,Matches,Barcelona,La-Liga
669,Frenkie de Jong,nl NED,MF,27-359,10.1,3,0,0,11,16,0,5,5,9,0,1,0,45,7,5,58.3,Matches,Barcelona,La-Liga
670,Marc-André ter Stegen,de GER,GK,33-006,6.5,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,100.0,Matches,Barcelona,La-Liga
671,Héctor Fort,es ESP,DF,18-277,6.0,2,0,0,5,1,0,11,6,8,0,0,0,29,3,6,33.3,Matches,Barcelona,La-Liga
672,Pablo Torre,es ESP,"MF,FW",22-033,3.4,0,0,0,4,8,1,13,3,4,0,0,0,15,1,6,14.3,Matches,Barcelona,La-Liga
673,Marc Bernal,es ESP,MF,17-345,2.7,2,0,0,4,3,0,0,1,6,0,0,0,9,1,6,14.3,Matches,Barcelona,La-Liga
674,Ansu Fati,es ESP,FW,22-187,2.6,1,0,0,2,2,2,0,1,1,0,0,0,7,2,7,22.2,Matches,Barcelona,La-Liga
675,Pau Victor Delgado,es ESP,FW,23-161,3.3,2,0,0,7,3,0,2,2,1,0,0,0,14,3,1,75.0,Matches,Barcelona,La-Liga
676,Sergi Dominguez,es ESP,DF,20-035,1.9,1,0,0,2,0,0,0,3,1,0,1,0,8,1,3,25.0,Matches,Barcelona,La-Liga
677,Andreas Christensen,dk DEN,DF,29-026,1.3,2,0,0,2,0,0,0,0,1,0,0,0,7,6,2,75.0,Matches,Barcelona,La-Liga
678,Daniel Rodriguez,es ESP,FW,19-270,0.4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,Matches,Barcelona,La-Liga
679,Diego Llorente,es ESP,DF,31-263,28.0,4,0,0,20,23,0,1,43,20,0,1,1,93,77,45,63.1,Matches,Real-Betis,La-Liga
680,Johnny Cardoso,us USA,MF,23-228,21.7,4,0,0,33,26,0,3,46,28,0,0,0,125,28,16,63.6,Matches,Real-Betis,La-Liga
681,Marc Bartra,es ESP,DF,34-111,20.5,1,0,0,12,12,2,1,30,16,0,1,0,79,42,40,51.2,Matches,Real-Betis,La-Liga
682,Romain Perraud,fr FRA,DF,27-226,20.1,7,1,0,24,38,5,64,21,21,0,1,0,85,9,15,37.5,Matches,Real-Betis,La-Liga
683,Abde Ezzalzouli,ma MAR,"FW,MF",23-140,19.6,2,0,0,21,36,3,43,6,25,1,0,0,90,22,33,40.0,Matches,Real-Betis,La-Liga
684,Natan,br BRA,DF,24-089,20.2,3,1,0,15,10,0,2,23,21,0,0,0,58,53,25,67.9,Matches,Real-Betis,La-Liga
685,Sergi Altimira,es ESP,MF,23-254,19.5,3,0,0,31,31,0,4,20,32,1,0,0,104,10,19,34.5,Matches,Real-Betis,La-Liga
686,Youssouf Sabaly,sn SEN,DF,32-062,17.3,1,0,0,18,11,1,30,13,25,0,0,0,85,9,13,40.9,Matches,Real-Betis,La-Liga
687,Pablo Fornals,es ESP,"MF,FW",29-073,17.1,2,0,0,10,12,2,47,20,10,0,0,0,91,18,17,51.4,Matches,Real-Betis,La-Liga
688,Adrián,es ESP,GK,38-123,15.0,3,0,0,0,3,0,0,0,0,0,0,0,14,2,1,66.7,Matches,Real-Betis,La-Liga
689,Rui Silva,pt POR,GK,31-088,15.0,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100.0,Matches,Real-Betis,La-Liga
690,Isco,es ESP,MF,33-015,14.6,5,0,0,20,38,4,78,8,9,0,0,0,62,12,19,38.7,Matches,Real-Betis,La-Liga
691,Vitor Roque,br BRA,FW,20-067,13.7,4,0,0,30,30,5,6,7,6,2,0,0,35,15,29,34.1,Matches,Real-Betis,La-Liga
692,Giovani Lo Celso,ar ARG,"MF,FW",29-027,14.5,4,0,0,13,60,0,90,5,22,0,0,0,67,5,11,31.3,Matches,Real-Betis,La-Liga
693,Ricardo Rodríguez,ch SUI,DF,32-254,12.3,0,0,0,11,6,0,15,6,13,0,0,0,47,25,16,61.0,Matches,Real-Betis,La-Liga
694,Antony,br BRA,FW,25-071,12.2,1,1,0,9,22,0,32,9,7,1,0,0,61,4,12,25.0,Matches,Real-Betis,La-Liga
695,Jesus Rodríguez,es ESP,FW,19-166,10.8,0,0,0,13,37,2,16,6,14,1,0,0,49,3,6,33.3,Matches,Real-Betis,La-Liga
696,Marc Roca,es ESP,MF,28-161,10.1,4,0,0,16,5,0,10,14,14,0,0,0,51,5,13,27.8,Matches,Real-Betis,La-Liga
697,Cucho,co COL,FW,26-016,9.7,0,0,0,9,7,3,9,6,8,1,0,0,22,26,27,49.1,Matches,Real-Betis,La-Liga
698,Aitor Ruibal,es ESP,"DF,FW",29-045,11.0,5,0,0,9,15,2,26,11,15,0,0,0,54,5,12,29.4,Matches,Real-Betis,La-Liga
699,Ezequiel Ávila,ar ARG,FW,31-089,7.5,5,1,0,13,18,5,29,2,3,0,0,0,28,6,8,42.9,Matches,Real-Betis,La-Liga
700,Héctor Bellerín,es ESP,DF,30-048,6.4,1,0,0,6,0,0,10,6,7,0,0,0,13,6,7,46.2,Matches,Real-Betis,La-Liga
701,Cédric Bakambu,cd COD,FW,34-025,6.9,4,0,0,21,6,11,2,0,4,1,0,0,20,12,26,31.6,Matches,Real-Betis,La-Liga
702,William Carvalho,pt POR,MF,33-029,4.3,0,0,0,5,3,0,1,3,3,0,0,0,26,6,3,66.7,Matches,Real-Betis,La-Liga
703,Fran Vieites,es ESP,GK,25-364,4.0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,Matches,Real-Betis,La-Liga
704,Ángel Ortíz,es ESP,DF,20-285,3.8,0,0,0,6,6,0,18,5,7,0,0,0,14,5,7,41.7,Matches,Real-Betis,La-Liga
705,Iker Losada,es ESP,"MF,FW",23-278,3.7,0,0,0,1,2,0,4,3,7,0,0,0,19,3,4,42.9,Matches,Real-Betis,La-Liga
706,Assane Diao,sn SEN,FW,19-241,3.1,0,0,0,4,4,2,4,0,3,0,0,0,12,8,6,57.1,Matches,Real-Betis,La-Liga
707,Juanmi,es ESP,"FW,MF",31-351,2.7,2,0,0,6,7,1,1,1,4,0,0,0,14,6,1,85.7,Matches,Real-Betis,La-Liga
708,Nabil Fekir,fr FRA,MF,31-292,2.0,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0.0,Matches,Real-Betis,La-Liga
709,Carlos Guirao,es ESP,MF,22-009,1.2,0,0,0,4,0,0,0,3,3,0,0,0,6,2,1,66.7,Matches,Real-Betis,La-Liga
710,Mateo Flores,es ESP,MF,21-029,1.7,1,0,0,4,1,0,1,2,1,0,0,0,12,0,2,0.0,Matches,Real-Betis,La-Liga
711,Rodri,es ESP,FW,24-355,1.3,0,0,0,2,2,1,6,1,1,0,0,0,10,0,2,0.0,Matches,Real-Betis,La-Liga
712,Sergio Arribas,es ESP,DF,22-085,1.0,0,0,0,0,0,0,0,3,4,0,0,0,3,1,0,100.0,Matches,Real-Betis,La-Liga
713,Pablo Garcia,es ESP,FW,18-264,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches,Real-Betis,La-Liga
714,Vicente Guaita,es ESP,GK,38-116,30.0,0,0,0,0,4,0,0,0,0,0,0,0,66,9,0,100.0,Matches,Celta-Vigo,La-Liga
715,Óscar Mingueza,es ESP,"MF,DF",25-358,26.6,6,1,0,21,22,2,123,20,20,1,0,0,128,10,10,50.0,Matches,Celta-Vigo,La-Liga
716,Marcos Alonso,es ESP,DF,34-129,27.0,9,1,1,27,25,2,38,32,20,0,0,0,164,62,41,60.2,Matches,Celta-Vigo,La-Liga
717,Carl Starfelt,se SWE,DF,29-339,25.2,5,0,0,21,11,0,0,31,20,0,0,0,77,60,51,54.1,Matches,Celta-Vigo,La-Liga
718,Fran Beltrán,es ESP,MF,26-092,23.4,3,0,0,29,9,0,3,23,30,0,1,0,105,19,21,47.5,Matches,Celta-Vigo,La-Liga
719,Javi Rodríguez,es ESP,DF,21-314,24.4,7,0,0,34,18,0,3,31,34,0,0,0,77,34,29,54.0,Matches,Celta-Vigo,La-Liga
720,Borja Iglesias,es ESP,FW,32-109,19.9,2,0,0,38,29,13,5,6,9,2,0,0,43,11,25,30.6,Matches,Celta-Vigo,La-Liga
721,Ilaix Moriba,gn GUI,MF,22-107,19.7,7,1,1,26,51,2,5,13,36,1,0,0,99,18,22,45.0,Matches,Celta-Vigo,La-Liga
722,Iago Aspas,es ESP,"FW,MF",37-278,17.7,5,1,1,16,31,5,11,7,8,1,0,0,50,7,7,50.0,Matches,Celta-Vigo,La-Liga
723,Sergio Carreira,es ESP,"MF,DF",24-205,16.4,0,0,0,16,6,2,40,17,16,0,0,0,59,3,14,17.6,Matches,Celta-Vigo,La-Liga
724,Hugo Álvarez,es ESP,"MF,DF",21-308,16.4,6,0,0,23,14,3,31,8,9,0,1,0,75,5,9,35.7,Matches,Celta-Vigo,La-Liga
725,Hugo Sotelo,es ESP,MF,21-138,13.9,4,0,0,18,9,1,50,5,17,0,0,0,70,2,10,16.7,Matches,Celta-Vigo,La-Liga
726,Pablo Durán,es ESP,"FW,MF",23-346,13.1,3,0,0,29,15,4,18,8,9,0,0,0,41,8,24,25.0,Matches,Celta-Vigo,La-Liga
727,Williot Swedberg,se SWE,"FW,MF",21-094,13.0,1,0,0,17,27,7,18,3,13,0,0,0,40,7,14,33.3,Matches,Celta-Vigo,La-Liga
728,Alfon,es ESP,"FW,MF",26-002,13.5,1,1,0,15,27,6,35,4,2,1,0,0,35,3,12,20.0,Matches,Celta-Vigo,La-Liga
729,Carlos Dominguez,es ESP,DF,24-084,10.0,1,0,0,7,7,0,0,8,11,0,0,1,36,25,9,73.5,Matches,Celta-Vigo,La-Liga
730,Jonathan Bamba,ci CIV,"FW,MF",29-041,9.0,1,0,0,7,17,4,25,5,7,0,0,0,52,5,10,33.3,Matches,Celta-Vigo,La-Liga
731,Damián Rodríguez,es ESP,MF,22-050,9.8,3,0,0,13,8,0,29,6,9,0,0,0,47,0,4,0.0,Matches,Celta-Vigo,La-Liga
732,Javier Manquillo,es ESP,DF,31-001,5.7,1,0,0,9,1,0,3,7,5,0,0,0,18,5,8,38.5,Matches,Celta-Vigo,La-Liga
733,Anastasios Douvikas,gr GRE,FW,25-277,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8,Matches,Celta-Vigo,La-Liga
734,Jailson Siqueira,br BRA,"DF,MF",29-241,6.8,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4,Matches,Celta-Vigo,La-Liga
735,Fer López,,"FW,MF",,5.9,2,0,0,13,6,0,2,2,3,0,0,0,23,2,7,22.2,Matches,Celta-Vigo,La-Liga
